search_term_used,found_terms,url,title,law_number,date,status,summary,authors,proponent,committees,period,legislature,content_snippet,year,scraped_at
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/12171,"PROYECTO DE LEY QUE DECLARA ZONA INTANGIBLE LAS CABECERAS DE CUENCAS HIDROGRÁFICAS PERTENECIENTES A LIRIOPAMPA DE LA PROVINCIA DE HUALGAYOC Y RAMOSCUCHO DE LA PROVINCIA DE CELENDÍN
",12171/2025-CR,2025-08-21T00:00:00.000-0500,EN COMISIÓN,"PROPONE DECLARAR ZONA INTANGIBLE LAS CABECERAS DE CUENCAS HIDROGRÁFICAS PERTENECIENTES AL CASERÍO DE LIRIOPAMPA, DEL CENTRO POBLADO DE HUANGAMARCA, DISTRITO DE BAMBAMARCA, PROVINCIA DE HUALGAYOC, Y AL CENTRO POBLADO RAMOSCUCHO, DEL DISTRITO DE LA LIBERTAD DE PALLAN, PROVINCIA DE CELENDÍN; QUEDANDO PROHIBIDO DENTRO DE DICHA ZONA REALIZARSE TODA ACTIVIDAD DE EXPLORACIÓN Y EXPLOTACIÓN MINERA, GARANTIZANDO UN DESARROLLO SOSTENIBLE CON LA CONSERVACIÓN Y PROTECCIÓN DE LOS ECOSISTEMAS QUE ALBERGA, QUEBRADAS, RÍOS, LAGUNAS Y MANANTIALES
","Echeverría Rodríguez, Hamlet; Sánchez Palomino, Roberto Helbert; Limachi Quispe, Nieves Esmeralda; Coayla Juárez, Jorge Samuel; Bermejo Rojas, Guillermo; Varas Meléndez, Elías Marcial",Congreso,Agraria,2021-2026,Primera Legislatura Ordinaria 2025,"PROPONE DECLARAR ZONA INTANGIBLE LAS CABECERAS DE CUENCAS HIDROGRÁFICAS PERTENECIENTES AL CASERÍO DE LIRIOPAMPA, DEL CENTRO POBLADO DE HUANGAMARCA, DISTRITO DE BAMBAMARCA, PROVINCIA DE HUALGAYOC, Y AL...",2021,2025-09-17T15:28:21.904307
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/12032,"PROYECTO DE LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE BAMBAMARCA (UNAB)

",12032/2025-CR,2025-08-05T00:00:00.000-0500,EN COMISIÓN,"PROPONE  DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE BAMBAMARCA (UNAB), DE LA PROVINCIA DE HUALGAYOC, DEL DEPARTAMENTO DE CAJAMARCA.","Echeverría Rodríguez, Hamlet; Cutipa Ccama, Víctor Raúl; Coayla Juárez, Jorge Samuel; Bermejo Rojas, Guillermo; Limachi Quispe, Nieves Esmeralda; Varas Meléndez, Elías Marcial",Congreso,"Educación, Juventud y Deporte",2021-2026,Primera Legislatura Ordinaria 2025,"PROPONE  DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE BAMBAMARCA (UNAB), DE LA PROVINCIA DE HUALGAYOC, DEL DEPARTAMENTO DE CAJAMARCA....",2021,2025-09-17T15:28:21.904414
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/9993,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LOS ESTUDIOS Y CONSTRUCCIÓN DEL PROYECTO DE IRRIGACIÓN CORDILLERA VERDE, EN LAS PROVINCIAS CARHUAZ, YUNGAY Y HUAYLAS, DEPARTAMENTO DE ANCASH
",09993/2024-CR,2025-01-20T00:00:00.000-0500,EN COMISIÓN,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL, LA REALIZACIÓN DE LOS ESTUDIOS TÉCNICOS Y CONSTRUCCIÓN DEL PROYECTO DE IRRIGACIÓN CORDILLERA VERDE EN LAS PROVINCIAS DE CARHUAZ, YUNGAY Y HUAYLAS","Portalatino Ávalos, Kelly Roxana; Cruz Mamani, Flavio; Agüero Gutiérrez, María Antonieta; Gonza Castillo, Américo; Mita Alanoca, Isaac; Cerrón Rojas, Waldemar José; Taipe Coronado, María Elizabeth",Congreso,Agraria,2021-2026,Primera Legislatura Ordinaria 2024,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL, LA REALIZACIÓN DE LOS ESTUDIOS TÉCNICOS Y CONSTRUCCIÓN DEL PROYECTO DE IRRIGACIÓN CORDILLERA VERDE EN LAS PROVINCIAS DE CARHUAZ, YUNGAY Y HUAY...",2021,2025-09-17T15:28:21.904447
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/9414,LEY QUE DECLARA DE INTERÉS NACIONAL LOS PROYECTOS DE FORESTACIÓN Y REFORESTACIÓN EN LA CORDILLERA NEGRA DEL DEPARTAMENTO ANCASH,09414/2024-CR,2024-11-05T00:00:00.000-0500,Orden del Día,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA FORESTACIÓN Y REFORESTACIÓN DE LA CORDILLERA NEGRA EN LAS PROVINCIAS DE RECUAY, HUARAZ, CARHUAZ, YUNGAY DEL DEPARTAMENTO DE ÁNCASH","Portalatino Ávalos, Kelly Roxana; Cruz Mamani, Flavio; Cerrón Rojas, Waldemar José; Taipe Coronado, María Elizabeth; Agüero Gutiérrez, María Antonieta; Mita Alanoca, Isaac",Congreso,Agraria,2021-2026,Primera Legislatura Ordinaria 2024,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA FORESTACIÓN Y REFORESTACIÓN DE LA CORDILLERA NEGRA EN LAS PROVINCIAS DE RECUAY, HUARAZ, CARHUAZ, YUNGAY DEL DEPARTAMENTO DE ÁNCASH...",2021,2025-09-17T15:28:21.904473
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/8813,"LEY QUE DISPONE LA CONTINUIDAD DEL FUNCIONAMIENTO INMEDIATO DE LAS ESCUELAS DE EDUCACIÓN SUPERIOR TÉCNICO PROFESIONAL DE AMAZONAS, ANDAHUAYLAS, CAJAMARCA, PUCALLPA, YUNGAY, HUANCAVELICA, MOQUEGUA, PASCO, TACNA, TUMBES, MAZAMARI Y SANTA LUCIA, PARA FORTALECER LA LUCHA FRONTAL CONTRA LA CRIMINALIDAD QUE VIENE AZOTANDO A LOS CIUDADANOS DE NUESTRO PAÍS Y GARANTIZAR LA SEGURIDAD CIUDADANA.",08813/2024-CR,2024-09-06T00:00:00.000-0500,Publicada en el Diario Oficial El Peruano,"PROPONE AUTORIZAR LA CONTINUIDAD DE FUNCIONAMIENTO INMEDIATO DE LAS ESCUELAS DE EDUCACIÓN SUPERIOR TÉCNICO PROFESIONAL DE AMAZONAS, ANDAHUAYLAS, CAJAMARCA, PUCALLPA, YUNGAY, HUANCAVELICA, MOQUEGUA, PASCO, TACNA, TUMBES, MAZAMARI Y SANTA LUCIA PARA FORTALECER LA LUCHA FRONTAL CONTRA LA CRIMINALIDAD QUE VIENE AZOTANDO A LOS CIUDADANOS DE NUESTRO TERRITORIO NACIONAL.","Montalvo Cubas, Segundo Toribio; Cruz Mamani, Flavio; Agüero Gutiérrez, María Antonieta; Cerrón Rojas, Waldemar José; Mita Alanoca, Isaac; Portalatino Ávalos, Kelly Roxana",Congreso,"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas; Presupuesto y Cuenta General de la República",2021-2026,Primera Legislatura Ordinaria 2024,"PROPONE AUTORIZAR LA CONTINUIDAD DE FUNCIONAMIENTO INMEDIATO DE LAS ESCUELAS DE EDUCACIÓN SUPERIOR TÉCNICO PROFESIONAL DE AMAZONAS, ANDAHUAYLAS, CAJAMARCA, PUCALLPA, YUNGAY, HUANCAVELICA, MOQUEGUA, PA...",2021,2025-09-17T15:28:21.904509
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/8103,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL, LA CREACIÓN DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DEL CALLEJÓN DE HUAYLAS, EN EL DISTRITO DE RANRAHIRCA, PROVINCIA DE YUNGAY DEL
DEPARTAMENTO DE ANCASH",08103/2023-CR,2024-06-06T00:00:00.000-0500,DICTAMEN,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CREACIÓN E IMPLEMENTACIÓN DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DEL CALLEJÓN DE HUAYLAS, CON PERSONERÍA JURÍDICA DE DERECHO PÚBLICO INTERNO, CON SEDE PRINCIPAL EN LA CIUDAD DE RANRAHIRCA, PROVINCIA DE YUNGAY DEL DEPARTAMENTO DE ANCASH.
","Bellido Ugarte, Guido; Coayla Juárez, Jorge Samuel; Varas Meléndez, Elías Marcial",Congreso,"Educación, Juventud y Deporte",2021-2026,Segunda Legislatura Ordinaria 2023,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CREACIÓN E IMPLEMENTACIÓN DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DEL CALLEJÓN DE HUAYLAS, CON PERSONERÍA JURÍDICA DE DERECHO PÚBLICO INTERNO, C...",2021,2025-09-17T15:28:21.904542
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/6391,"LEY QUE DECLARA DE NECESIDAD PUBLICA Y DE INTERÉS NACIONAL, LA REHABILITACION Y MEJORAMIENTO DE LA CARRETERA EMP. ACCESO NUEVO PUENTE PALLAR — PUENTE CHAGUAL EN LOS DISTRITOS DE CHUGAY Y
COCHORCO, PROVINCIA DE SANCHEZ CARRION DEL DEPARTAMENTO DE LA LIBERTAD",06391/2023-CR,2023-11-13T00:00:00.000-0500,DICTAMEN,"PROPONE DECLARAR DE NECESIDAD PÚBLICA Y DE INTERÉS NACIONAL, LA REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA EMP. ACCESO NUEVO PUENTE PALLAR — PUENTE CHAGUAL EN LOS DISTRITOS DE CHUGAY Y
COCHORCO, PROVINCIA DE SÁNCHEZ CARRIÓN DEL DEPARTAMENTO DE LA LIBERTAD — (CUI 2543519), CON LA FINALIDAD DE IMPULSAR EL DESARROLLO ECONÓMICO Y SOCIAL DE LA POBLACIÓN.
","Flores Ruiz, Víctor Seferino; Infantes Castañeda, Mery Eliana; Revilla Villanueva, César Manuel; Rospigliosi Capurro, Fernando Miguel; López Morales, Jeny Luz; Castillo Rivas, Eduardo Enrique",Congreso,Transportes y Comunicaciones,2021-2026,Primera Legislatura Ordinaria 2023,"PROPONE DECLARAR DE NECESIDAD PÚBLICA Y DE INTERÉS NACIONAL, LA REHABILITACIÓN Y MEJORAMIENTO DE LA CARRETERA EMP. ACCESO NUEVO PUENTE PALLAR — PUENTE CHAGUAL EN LOS DISTRITOS DE CHUGAY Y
COCHORCO, PR...",2021,2025-09-17T15:28:21.904581
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/5323,"LEY QUE DECLARA DE INTERÉS NACIONAL EL MEJORAMIENTO Y CONSTRUCCIÓN DE LA CARRETERA NACIONAL PE10C, PUENTE PALLAR-PUENTE CHAGUAL EN LOS DISTRITOS DE CHUGAY Y COCHORCO DE LA PROVINCIA SÁNCHEZ CARRIÓN.",05323/2022-CR,2023-06-13T00:00:00.000-0500,Publicada en el Diario Oficial El Peruano,"PROPONE DECLARAR DE INTERÉS NACIONAL EL MEJORAMIENTO Y CONSTRUCCIÓN DE LA CARRETERA NACIONAL PE10C, PUENTE PALLAR-PUENTE CHAGUAL EN LOS DISTRITOS DE CHUGAY Y COCHORCO DE LA PROVINCIA SÁNCHEZ CARRIÓN.","Alva Rojas, Carlos Enrique",Congreso,Transportes y Comunicaciones,2021-2026,Segunda Legislatura Ordinaria 2022,"PROPONE DECLARAR DE INTERÉS NACIONAL EL MEJORAMIENTO Y CONSTRUCCIÓN DE LA CARRETERA NACIONAL PE10C, PUENTE PALLAR-PUENTE CHAGUAL EN LOS DISTRITOS DE CHUGAY Y COCHORCO DE LA PROVINCIA SÁNCHEZ CARRIÓN....",2021,2025-09-17T15:28:21.904631
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/5148,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CULMINACIÓN DE LA OBRA DE LA CARRETERA LONGITUDINAL DE LA SIERRA (PE-3N), TRAMOS: COCHABAMBA — CHOTA; CHOTA-HUALGAYOC- DV. YANACOCHA Y COCHABAMBA-CUTERVO-CHIPLE EN EL DEPARTAMENTO DE CAJAMARCA.",05148/2022-CR,2023-05-23T00:00:00.000-0500,Publicada en el Diario Oficial El Peruano,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CULMINACIÓN DE LA OBRA DE LA CARRETERA LONGITUDINAL DE LA SIERRA (PE-3N), TRAMOS: COCHABAMBA — CHOTA; CHOTA-HUALGAYOC- DV. YANACOCHA Y COCHABAMBA-CUTERVO-CHIPLE EN EL DEPARTAMENTO DE CAJAMARCA.","Quiroz Barboza, Segundo Teodomiro; Tello Montes, Nivardo Edgar; Medina Hermosilla, Elizabeth Sara; Paredes Gonzales, Alex Antonio; Gutiérrez Ticona, Paul Silvio; Vásquez Vela, Lucinda",Congreso,Transportes y Comunicaciones,2021-2026,Segunda Legislatura Ordinaria 2022,"PROPONE DECLARAR DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CULMINACIÓN DE LA OBRA DE LA CARRETERA LONGITUDINAL DE LA SIERRA (PE-3N), TRAMOS: COCHABAMBA — CHOTA; CHOTA-HUALGAYOC- DV. YANACOCHA Y COCHA...",2021,2025-09-17T15:28:21.904661
gay,[],https://wb2server.congreso.gob.pe/spley-portal/#/expediente/main/2021/1777,"LEY QUE DECLARA INTANGIBLE, INALIENABLE E IMPRESCRIPTIBLE EL CAMPO SANTO DE YUNGAY",01777/2021-CR,2022-04-21T00:00:00.000-0500,EN COMISIÓN,"PROPONE DECLARAR INTANGIBLE, INALIENABLE E IMPRESCRIPTIBLE EL CAMPO SANTO DE YUNGAY",,Congreso-Actualización,"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado",2021-2026,Segunda Legislatura Ordinaria 2021,"PROPONE DECLARAR INTANGIBLE, INALIENABLE E IMPRESCRIPTIBLE EL CAMPO SANTO DE YUNGAY...",2021,2025-09-17T15:28:21.904688
