search_term_used,found_terms,url,title,law_number,date,status,summary,authors,proponent,committees,period,legislature,content_snippet,year,scraped_at
nombre social,['cambio de nombre'],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/e7414acd4ff8d62b05256cdf006c92bb/361c61eefcab992205257274007e98a4?OpenDocument&Highlight=0,nombre,social","CÓDIGO:CIVIL 29º/IDENTIDAD DE LAS PERSONAS, CAMBIO DE NOMBRE",00944/2006-CR,31/01/2007,Dictamen,"Propone modificar el artículo 29º del Código Civil, referente a que nadie puede cambiar su nombre ni hacerle adiciones, salvo por motivos justificados y mediante autorización judicial, debidamente publicada e inscrita.","Cuculiza Torre  Luisa María,Chacón de Vettori  Cecilia Isabel,Pando Córdova  Ricardo,Fujimori Higuchi  Keiko Sofía,Reggiardo Barreto  Renzo Andrés,De la Cruz Vásquez  Oswaldo,Reátegui Flores  Rolando",Congreso,Justicia y Derechos Humanos; Mujer y Desarrollo Social,Periodo de Gobierno 2006- 2011,Primera Legislatura Ordinaria 2006,"po parlamentario:grupo parlamentario fujimorista
título:código:civil 29º/identidad de las personas, cambio de nombre
sumilla:propone modificar el artículo 29º del código civil, referente a que nadie p",2006-2011,2025-09-17T19:47:34.409420
nombre social,['cambio de nombre'],https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/debusqueda/361C61EEFCAB992205257274007E98A4?opendocument,"CÓDIGO:CIVIL 29º/IDENTIDAD DE LAS PERSONAS, CAMBIO DE NOMBRE",00944/2006-CR,31/01/2007,Dictamen,"Propone modificar el artículo 29º del Código Civil, referente a que nadie puede cambiar su nombre ni hacerle adiciones, salvo por motivos justificados y mediante autorización judicial, debidamente publicada e inscrita.","Cuculiza Torre  Luisa María,Chacón de Vettori  Cecilia Isabel,Pando Córdova  Ricardo,Fujimori Higuchi  Keiko Sofía,Reggiardo Barreto  Renzo Andrés,De la Cruz Vásquez  Oswaldo,Reátegui Flores  Rolando",Congreso,Justicia y Derechos Humanos; Mujer y Desarrollo Social,Periodo de Gobierno 2006- 2011,Primera Legislatura Ordinaria 2006,"po parlamentario:grupo parlamentario fujimorista
título:código:civil 29º/identidad de las personas, cambio de nombre
sumilla:propone modificar el artículo 29º del código civil, referente a que nadie p",2006-2011,2025-09-17T19:47:37.162832
orientación sexual,['orientación sexual'],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/e7414acd4ff8d62b05256cdf006c92bb/b1b06039b8512e760525722100779659?OpenDocument&Highlight=0,orientaci%C3%B3n,sexual",CÓDIGO:NIÑOS ADOLESCENTES L.27337/ORIENTACIÓN SEXUAL,00637/2006-CR,09/11/2006,En comisión,"Propone modificar el artículo 21º de la Ley Nº 27337, Código de los Niños y Adolescentes, referente a que los adolescentes mayores de 14 años y menores de 18 años pueden acceder a información, orientación y servicios de salud sexual y reproductiva.","Lombardi Elías  Guido Ricardo,Alcorta Suero  María Lourdes Pia Luisa,Pérez del Solar Cuculiza Gabriela Lourdes,Eguren Neuenschwander  Juan Carlos,Menchola Vásquez  Walter Ricardo,Yamashiro Oré  Rafael Gustavo",Congreso,Justicia y Derechos Humanos; Mujer y Desarrollo Social,Periodo de Gobierno 2006- 2011,Primera Legislatura Ordinaria 2006,"06
proponente:congreso
grupo parlamentario:unidad nacional
título:código:niños adolescentes l.27337/orientación sexual
sumilla:propone modificar el artículo 21º de la ley nº 27337, código de los niños",2006-2011,2025-09-17T19:47:44.654948
orientación sexual,['orientación sexual'],https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/debusqueda/B1B06039B8512E760525722100779659?opendocument,CÓDIGO:NIÑOS ADOLESCENTES L.27337/ORIENTACIÓN SEXUAL,00637/2006-CR,09/11/2006,En comisión,"Propone modificar el artículo 21º de la Ley Nº 27337, Código de los Niños y Adolescentes, referente a que los adolescentes mayores de 14 años y menores de 18 años pueden acceder a información, orientación y servicios de salud sexual y reproductiva.","Lombardi Elías  Guido Ricardo,Alcorta Suero  María Lourdes Pia Luisa,Pérez del Solar Cuculiza Gabriela Lourdes,Eguren Neuenschwander  Juan Carlos,Menchola Vásquez  Walter Ricardo,Yamashiro Oré  Rafael Gustavo",Congreso,Justicia y Derechos Humanos; Mujer y Desarrollo Social,Periodo de Gobierno 2006- 2011,Primera Legislatura Ordinaria 2006,"06
proponente:congreso
grupo parlamentario:unidad nacional
título:código:niños adolescentes l.27337/orientación sexual
sumilla:propone modificar el artículo 21º de la ley nº 27337, código de los niños",2006-2011,2025-09-17T19:47:46.420407
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/e7414acd4ff8d62b05256cdf006c92bb/9388bfeef7c135120525744200569cd0?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓDIGO:PROCESAL CIVIL 615º/VACANCIA AUTORIDADES REGIONALES Y MUN.,02392/2007-CR,07/05/2008,Presentado,"Propone permitir la aplicación de medidas cautelares en los procesos de vacancia y suspensión de autoridades Regionales y Municipales, así como modificar el artículo 615º del Código Procesal Civil, Caso especial de procedencia.","Estrada Choque  Aldo Vladimiro,Reymundo Mercado  Edgard Cornelio,Espinoza Ramos  Eduardo,Escudero Casquino  Francisco Alberto,Saldaña Tovar  José,Gutierrez Cueva  Alvaro Gonzalo,Cánepa la Cotera  Carlos Alberto",Congreso,Descentralización  Regionalización  Gobiernos Locales y Modernización de la Gestión del Estado; Justicia y Derechos Humanos,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02392/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:37.839306
unión civil,[],https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/debusqueda/9388BFEEF7C135120525744200569CD0?opendocument,CÓDIGO:PROCESAL CIVIL 615º/VACANCIA AUTORIDADES REGIONALES Y MUN.,02392/2007-CR,07/05/2008,Presentado,"Propone permitir la aplicación de medidas cautelares en los procesos de vacancia y suspensión de autoridades Regionales y Municipales, así como modificar el artículo 615º del Código Procesal Civil, Caso especial de procedencia.","Estrada Choque  Aldo Vladimiro,Reymundo Mercado  Edgard Cornelio,Espinoza Ramos  Eduardo,Escudero Casquino  Francisco Alberto,Saldaña Tovar  José,Gutierrez Cueva  Alvaro Gonzalo,Cánepa la Cotera  Carlos Alberto",Congreso,Descentralización  Regionalización  Gobiernos Locales y Modernización de la Gestión del Estado; Justicia y Derechos Humanos,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02392/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:39.565947
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/e7414acd4ff8d62b05256cdf006c92bb/8fd78b84e675645c052574250005e31d?OpenDocument&Highlight=0,uni%C3%B3n,civil","TRABAJADORES:METALÚRGICOS,SIDERÚRGICOS/JUBILACIÓN ANTICIPADA DE....",02292/2007-CR,07/04/2008,Dictamen Negativo,"Propone establecer la jubilación anticipada a los trabajdores metalúrgicos, siderúrgicos, portuarios, madereros y de construcción civil que realizan actividades de riesgo,","Gutierrez Cueva  Alvaro Gonzalo,Anaya Oropeza  José Oriol,Espinoza Ramos  Eduardo,Saldaña Tovar  José,Beteta Rubín  Karina Juliza,Estrada Choque  Aldo Vladimiro",Congreso,Seguridad Social; Trabajo,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02292/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:43.373273
unión civil,[],https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/debusqueda/8FD78B84E675645C052574250005E31D?opendocument,"TRABAJADORES:METALÚRGICOS,SIDERÚRGICOS/JUBILACIÓN ANTICIPADA DE....",02292/2007-CR,07/04/2008,Dictamen Negativo,"Propone establecer la jubilación anticipada a los trabajdores metalúrgicos, siderúrgicos, portuarios, madereros y de construcción civil que realizan actividades de riesgo,","Gutierrez Cueva  Alvaro Gonzalo,Anaya Oropeza  José Oriol,Espinoza Ramos  Eduardo,Saldaña Tovar  José,Beteta Rubín  Karina Juliza,Estrada Choque  Aldo Vladimiro",Congreso,Seguridad Social; Trabajo,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02292/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:44.996834
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/e7414acd4ff8d62b05256cdf006c92bb/fa36230ed0e492ea052574110075dd3c?OpenDocument&Highlight=0,uni%C3%B3n,civil",CÓDIGO:CIVIL 248º/REQUISITOS PARA MATRIMONIO CIVIL,02233/2007-CR,19/03/2008,Dictamen Negativo,"Propone modificar el artículo 248º del Código Civil, Requisitos para matrimonio civil, referente al fortalecimiento del matrimonio.","Venegas Mello  Rosa María,Reymundo Mercado  Edgard Cornelio,Anaya Oropeza  José Oriol,Zeballos Gámez  Washington,Beteta Rubín  Karina Juliza,León Zapata  Antonio,Espinoza Ramos  Eduardo,Ramos Prudencio  Gloria Deniz,Vega Antonio  José Alejandro,Serna Guzmán  Isaac Fredy,Saldaña Tovar  José",Congreso,Justicia y Derechos Humanos; Mujer y Desarrollo Social,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02233/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:46.731139
unión civil,[],https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/debusqueda/FA36230ED0E492EA052574110075DD3C?opendocument,CÓDIGO:CIVIL 248º/REQUISITOS PARA MATRIMONIO CIVIL,02233/2007-CR,19/03/2008,Dictamen Negativo,"Propone modificar el artículo 248º del Código Civil, Requisitos para matrimonio civil, referente al fortalecimiento del matrimonio.","Venegas Mello  Rosa María,Reymundo Mercado  Edgard Cornelio,Anaya Oropeza  José Oriol,Zeballos Gámez  Washington,Beteta Rubín  Karina Juliza,León Zapata  Antonio,Espinoza Ramos  Eduardo,Ramos Prudencio  Gloria Deniz,Vega Antonio  José Alejandro,Serna Guzmán  Isaac Fredy,Saldaña Tovar  José",Congreso,Justicia y Derechos Humanos; Mujer y Desarrollo Social,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02233/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:48.345683
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/e7414acd4ff8d62b05256cdf006c92bb/9f65b16b3dfe2f1a052574030078867b?OpenDocument&Highlight=0,uni%C3%B3n,civil",RENIEC:L.26497/MODIFICA EL ART. 10º DE LA LEY ORGÁNICA DEL REG.NAC....,02183/2007-CR,05/03/2008,Publicado El Peruano,"Propone modificar el artículo 10º de la Ley Nº 26497, Ley Orgánica del Registro Nacional de Identificación y Estado Civil - RENIEC, en el sentido de que el Jefe del RENIEC es nombrado por el Consejo Nacional de la Magistratura, mediante concurso público.","Vega Antonio  José Alejandro,Cánepa la Cotera  Carlos Alberto,Anaya Oropeza  José Oriol,Serna Guzmán  Isaac Fredy,Escudero Casquino  Francisco Alberto,Espinoza Ramos  Eduardo,Sucari Cari  Margarita Teodora,Luizar Obregón  Oswaldo",Congreso,Constitución y Reglamento,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02183/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:50.074237
unión civil,[],https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/debusqueda/9F65B16B3DFE2F1A052574030078867B?opendocument,RENIEC:L.26497/MODIFICA EL ART. 10º DE LA LEY ORGÁNICA DEL REG.NAC....,02183/2007-CR,05/03/2008,Publicado El Peruano,"Propone modificar el artículo 10º de la Ley Nº 26497, Ley Orgánica del Registro Nacional de Identificación y Estado Civil - RENIEC, en el sentido de que el Jefe del RENIEC es nombrado por el Consejo Nacional de la Magistratura, mediante concurso público.","Vega Antonio  José Alejandro,Cánepa la Cotera  Carlos Alberto,Anaya Oropeza  José Oriol,Serna Guzmán  Isaac Fredy,Escudero Casquino  Francisco Alberto,Espinoza Ramos  Eduardo,Sucari Cari  Margarita Teodora,Luizar Obregón  Oswaldo",Congreso,Constitución y Reglamento,Periodo de Gobierno 2006- 2011,Segunda Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02183/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.segunda legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:51.795537
unión civil,[],"https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/e7414acd4ff8d62b05256cdf006c92bb/7f5221b424495119052573ee005b9f8d?OpenDocument&Highlight=0,uni%C3%B3n,civil",CONSTRUCCIÓN:CIVIL/RESTITUYE BOLSA TRABAJO A FAVOR DE OBREROS DE...,02122/2007-CR,13/02/2008,Archivo,"Propone restituir la Bolsa de Trabajo, para proveer y fomentar las plazas y fuentes de trabajo a favor de los obreros calificados de los Sindicatos Reconocidos de Trabajadores de Construcción Civil.","Venegas Mello  Rosa María,Ramos Prudencio  Gloria Deniz,Nájar Kokally  Roger,Espinoza Ramos  Eduardo,Vega Antonio  José Alejandro,Anaya Oropeza  José Oriol,Cánepa la Cotera  Carlos Alberto",Congreso,Trabajo,Periodo de Gobierno 2006- 2011,Primera Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02122/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.primera legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:53.519903
unión civil,[],https://www2.congreso.gob.pe/Sicr/TraDocEstProc/CLProLey2006.nsf/debusqueda/7F5221B424495119052573EE005B9F8D?opendocument,CONSTRUCCIÓN:CIVIL/RESTITUYE BOLSA TRABAJO A FAVOR DE OBREROS DE...,02122/2007-CR,13/02/2008,Archivo,"Propone restituir la Bolsa de Trabajo, para proveer y fomentar las plazas y fuentes de trabajo a favor de los obreros calificados de los Sindicatos Reconocidos de Trabajadores de Construcción Civil.","Venegas Mello  Rosa María,Ramos Prudencio  Gloria Deniz,Nájar Kokally  Roger,Espinoza Ramos  Eduardo,Vega Antonio  José Alejandro,Anaya Oropeza  José Oriol,Cánepa la Cotera  Carlos Alberto",Congreso,Trabajo,Periodo de Gobierno 2006- 2011,Primera Legislatura Ordinaria 2007,"


seguimiento
>

>






ficha de seguimiento, ""proyecto de ley 02122/2007-cr ""
  ver expediente digital  


período:periodo de gobierno 2006- 2011.legislatura:.primera legislatura ordinaria 2007
núm",2006-2011,2025-09-17T19:48:55.144706
